"ID/EAN","NOMBRE","MARCA","PRESENTACION","ID_CATEGORIA","IMAGEN"
"7790139101466","Aceto Balsamico Reduccion Casalta 250 Ml","CASALTA","250.0 ml","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/f/a/4/fa4f38055cc8154132112e5bf7edd690"
"7790139101640","Aceto Balsamico Reduccion Casalta 500 Cc","CASALTA","500.0 cc","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/0/0/1/001fa22ab72ce2838375971d75e65849"
"7792900000251","Aceto Balsamico Dos Anclas 250 Cc","DOS ANCLAS","250.0 cc","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/0/d/6/0d675135abc5c0ab83f76243b041863b"
"7790139004941","Aceto Espeso Favinco 250 Ml","FAVINCO","250.0 ml","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/9/3/2/93234814cc6bcb2fb7481ed55a346704"
"7790139101763","Aceto Balsamico Casalta 500 Cc","CASALTA","500.0 cc","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/7/d/2/7d26a579a22973d3cbfa36ac97010fb4"
"7790150564844","Pimenton Dulce Sobre Alicante 25 Gr","ALICANTE","25.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/206491/0779015056484-02-3603.jpg?v=637850834146300000"
"7790150570180","Provenzal Alicante 25 Gr","ALICANTE","25.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/214920/0779015057018-01-19513.jpg?v=637853964425870000"
"7790150435380","Canela Molida Alicante 25 Gr","ALICANTE","25.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/206505/0779015043538-02-19489.jpg?v=637850834189800000"
"7790150411391","Ajo Triturado Deshidratado Alicante 50 Gr","ALICANTE","50.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/206496/0779015041139-01-3583.jpg?v=637850834161800000"
"7794000006140","Espinaca Deshidratada Knorr 50 Gr","KNORR","50.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/1/9/b/19b0ff397b0fbb9b7bb1a2a1530cec12"
"7790150497081","Condimento para Milanesas Sobre Alicante 25 Gr","ALICANTE","25.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/207151/0779015049708-02-9532.jpg?v=637850837805370000"
"7794000006133","Morron Deshidratado Knorr 75 Gr","KNORR","75.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/7/4/8/748ba4961dee64dea175d22ca876af19"
"7790150532706","Condimento Sabor a las Brasas Alicante 108 Un 25 Gr","ALICANTE","25.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/218348/0779015053270-02-19506.jpg?v=637854287113900000"
"7790150420331","Anis en Grano Alicante 25 Gr","ALICANTE","25.0 gr","1","https://www.lacoopeencasa.coop/media/lcec/publico/articulos/a/7/e/a7e7ed1fcefc951153a68185c4997533"
"7790150470350","Condimento para Arroz Alicante 25 Gr","ALICANTE","25.0 gr","1","https://masonlineprod.vteximg.com.br/arquivos/ids/207158/0779015047035-02-9527.jpg?v=637850837824770000"
