"ID/EAN","NOMBRE","MARCA","PRESENTACION","ID_CATEGORIA","PRECIO"
"7790895003301","Saborizada Aquarius Manzana 2.25lt","AQUARIUS","Saborizada Aquarius Manzana 2.25lt","204","3300.0"
"7791813421382","Gaseosa Paso De Los Toros Pomelo Botella 1,5ltx1","PASO DE LOS TOROS","Gaseosa Paso De Los Toros Pomelo Botella 1,5ltx1","208","4150.0"
"7790580129576","Jugo Pomelo Amarillo 7 Gr Bc","BC","Jugo Pomelo Amarillo 7 Gr Bc","211","400.0"
"7622201745936","Jugo En Polvo Tang Durazno 15 Gr","TANG","Jugo En Polvo Tang Durazno 15 Gr","211","495.0"
"7792798014163","Cerveza Andes Origen Rubia 710 Cc 4 U","ANDES","Cerveza Andes Origen Rubia 710 Cc 4 U","38","16800.0"
"7790895000270","Gaseosa Sprite Lima-limón 354 Ml","SPRITE","Gaseosa Sprite Lima-limón 354 Ml","206","2300.0"
"7791813888413","Gaseosa Pepsi Vintage 1.5lt","PEPSI","Gaseosa Pepsi Vintage 1.5lt","205","3950.0"
"7802100003270","Cerveza Heineken Cero 330 Ml","HEINEKEN","Cerveza Heineken Cero 330 Ml","38","3000.0"
"7793147572723","Cerveza Imperial Roja 473cc","IMPERIAL","Cerveza Imperial Roja 473cc","38","3050.0"
"7790895012266","Coca-cola Sabor Original 1,25 Lt","COCA COLA","Coca-cola Sabor Original 1,25 Lt","205","2999.0"
"7795930000543","Agua Nestle Pureza Vital 2.25lt","NESTLE","Agua Nestle Pureza Vital 2.25lt","202","2650.0"
"7798119220237","Energizante Speed Unlimited 473cc","ENERGY DRINK","Energizante Speed Unlimited 473cc","40","2850.0"
"7791813555032","Gaseosa Pepsi  Botella 500mlx1","PEPSI","Gaseosa Pepsi  Botella 500mlx1","205","1899.0"
"7790895006890","Gaseosa Coca-cola Sabor Original + Sprite Lima-limón 2.25 Lt","COCA COLA","Gaseosa Coca-cola Sabor Original + Sprite Lima-limón 2.25 Lt","205","9050.0"
"7793147571160","Cerveza Imperial Apa 473cc","IMPERIAL","Cerveza Imperial Apa 473cc","38","3050.0"
"7791250001345","Vodka Smirnoff 700 Ml","SMIRNOFF","Vodka Smirnoff 700 Ml","37","11150.0"
"7790580129941","Jugo Limonada 7 Gr Bc","BC","Jugo Limonada 7 Gr Bc","211","400.0"
"7792798002788","Cerveza Ipa 473ml Andes Origen","ANDES","Cerveza Ipa 473ml Andes Origen","38","18300.0"
"7790580143008","Jugo En Polvo Arcor Naranja Dulce X 15 Gr","ARCOR","Jugo En Polvo Arcor Naranja Dulce X 15 Gr","211","400.0"
"7799155000814","Saborizada Levite Cero Pomelo 2.25lt","Levite","Saborizada Levite Cero Pomelo 2.25lt","204","3400.0"
"7791813080039","Gaseosa Paso De Los Toros Pome S/a 1.5lt","PASO DE LOS TOROS","Gaseosa Paso De Los Toros Pome S/a 1.5lt","208","4150.0"
"7790895006715","Gaseosa Schweppes Tónica 1.5 L","SCHWEPPES","Gaseosa Schweppes Tónica 1.5 L","209","4300.0"
