codigo_interno,nombre_producto,precio_producto
316235,guantes task compostable grande l 1uni,"2.891,85"
284926,cabo glow metálico con rosca 1.20m 1uni,"4.590,00"
318987,bolsas de residuos virulana s 45x60cm 30uni,"3.949,00"
101275,jabón blanco en pan primer precio 200grs,"949,00"
122653,bolsas de residuos luis braile 60x100cm 5uni,"1.649,00"
280052,bolsas de residuos cooperativa verde 45x60cm 20uni,"3.190,00"
315056,bolsas de residuos asurin planas 50x70cm 10uni,"3.290,00"
315843,bolsas de residuos task ata fácil 50x65cm 20uni,"3.828,50"
293082,detergente magistral ultra marina 750cm3,"4.478,50"
263898,escobillón primer precio esquinero 1uni,"4.890,00"
154594,escobillón virulana clásico 1uni,"7.649,00"
320707,esponja de acero inoxidable sed metal 2uni,"1.749,00"
313115,rollo de cocina felpita  120panos,"2.590,00"
282401,esponja glow salvauñas cetus 1uni,"990,00"
321614,espiral selton mata y repele mosquitos 12uni,"2.277,00"
454522,esponja metálica sed metal acero inoxidable 1uni,"2.290,00"
260253,balde escurridor a pedal vileda easy wring & clean,"109.000,00"
264092,lana de acero cooperativa 10uni,"1.299,00"
315792,canasta para inodoro sólida pato marina 27grs,"2.237,00"
861898,franela cooperativa 40x50cm 1uni,"3.190,00"
311971,trapo de piso suiza rayado  1uni,"3.490,00"
317642,esponja task spunita limpieza profunda 1uni,"1.006,85"
293079,detergente magistral ultra limón 1400cm3,"8.118,50"
318252,aromatizante aer power pocket berry vibrante 10grs,"1.790,00"
121311,estropajo primer precio de acero 1uni,"890,00"
274065,broches task plasticos 12uni,"1.943,50"
316650,guantes mapa plissé satinado tamaño xl 1uni,"5.200,00"
316225,bloque adhesivo pato brisa tropical 24grs,"2.833,00"
261985,aromatizante glade gel car acqua 70grs,"4.499,00"
317658,polvo lavavajillas finish classic powder pouch 1000grs,"10.390,00"
263967,esponja cooperativa con manta 1uni,"999,00"
317641,esponja task inoxidable abrasiva 1uni,"1.748,50"
280055,papel higiénico elegante extra confort resistente triple hoja 120mts,"6.890,00"
353965,guantes plumita grandes 1uni,"3.090,00"
310805,discos activos para inodoro pato lavanda 36grs,"8.937,00"
316048,detergente magistral ultra limón doypack 450cm3,"2.593,50"
237275,esponja virulana multiondas    1uni,"1.249,00"
299471,aromatizante de ambiente cooperativa flores blancas 270cm3,"5.490,00"
437475,esponja metalica mortimer plateada 1uni,"1.224,00"
277658,guantes primer precio latex chicos 1uni,"2.619,00"
102301,broches ideal madera 12uni,"3.349,00"
293080,detergente magistral ultra marina 300cm3,"1.819,35"
294749,esponja fibra task antibacterial no raya 1uni,"1.423,50"
884359,paño esponja virulana antibacterial,"2.149,00"
318466,paño multiuso impeke 36x30cm 3uni,"3.390,00"
232330,paño absorbente mortimer multiuso x3 3uni,"4.599,00"
195470,esponja virulana fuerte con fibra roja 1uni,"1.190,00"
322155,cepillo glow lavazapatillas 1uni,"4.249,00"
154599,pala para residuos virulana click 1uni,"5.000,00"
222303,secador de piso virulana 40cm 1uni,"5.700,00"
269011,escobilla para baño cooperativa con deposito 1uni,"9.449,00"
295006,paño de limpieza skay multiuso 4uni,"6.250,00"
322384,limpiador de piso primer precio lavanda 900cm3,"1.290,00"
263876,escobillón primer precio chico 1uni,"2.690,00"
178852,escobillón virulana rincones 1uni,"9.290,00"
314611,canasta para inodoro pato full marina 27grs,"2.990,00"
316047,detergente magistral ultra limón cremoso 500cm3,"2.942,55"
223602,desodorante de ambiente poett natural blends floral 400cm3,"5.777,00"
318049,esponja task multiuso lisa 3uni,"1.423,50"
272642,bolsas de residuos primer precio verde 80x110cm 10uni,"3.879,20"
219658,jabón blanco en pan primer precio x2 400grs,"2.290,00"
321845,guantes cooperativa látex talle s 1uni,"1.890,00"
126164,sopapa primer precio de goma 1uni,"2.309,00"
223165,paño absorbente skay superficies delicadas,"3.490,00"
254409,paño absorbente mortimer multiuso milticolor 3uni,"5.449,00"
269014,secador de piso cooperativa doble 1uni,"9.990,00"
318293,antihumedad purific air lavanda repuesto 80grs,"1.147,19"
286459,desodorante atomizador glade toque lavanda repuesto 9cm3,"4.990,00"
191974,esponja mortimer poderosa 1uni,"1.465,00"
318287,antihumedad purific air lavanda pote 300grs,"3.745,00"
318565,paño absorbente mortimer baño 1uni,"3.190,00"
180619,rollo de cocina campanita classic 150panos,"2.790,00"
282307,sopapa sacchi reforzada 1uni,"4.320,00"
275852,bolsas de residuos task cierra fácil 50x65cm 20uni,"4.030,00"
178935,protector para calzado wassington gamuza-nobuck 180cm3,"13.690,00"
284508,pomada para cueros arola marron 45grs,"5.449,00"
321986,aromatizante para calzado wassington one shot 103cm3,"17.769,00"
135536,esponja sed metal fibra salvauñas  1uni,"1.090,00"
283119,desodorante ambiente poett espiritu play aerosol 360cm3,"3.750,00"
271868,desodorante de ambiente cooperativa papaya 270cm3,"5.490,00"
311970,trapo de piso suiza gris  1uni,"3.390,00"
311973,franela suiza gamuzada 40x50cm 1uni,"4.149,00"
309292,paño cif antibacterial multiuso 3uni,"5.398,00"
878316,paño esponja virulana antibacterial,"5.749,00"
317988,repelente de insectos selton uso cotidiano aerosol 165cm3,"5.482,00"
321703,suavizante vivere explósion floral más intenso 3000cm3,"11.900,00"
316234,guantes task compostable mediano m 1uni,"2.891,85"
194774,guantes patito clásico medianos 1uni,"4.799,00"
194775,guantes patito clasico grande 1uni,"4.799,00"
122521,lana de acero virulana rollitos x10 10uni,"2.599,00"
249680,rollo de cocina campanita mega rollo 200panos,"3.349,00"
263965,esponja cooperativa fibra verde multiuso 1uni,"949,00"
269368,bolsas de residuos task blanca baño 40x40cm 20uni,"1.526,85"
271867,desodorante de ambiente cooperativa limón 270cm3,"5.490,00"
321707,suavizante vivere más intenso eterna primavera  900cm3,"3.690,00"
322665,papel higiénico felpita premium doble hoja 80mts,"2.849,00"
353949,guantes plumita chicos 1uni,"3.090,00"
321704,suavizante vivere clásico más intenso 450cm3,"2.049,00"
263903,cepillo primer precio para auto 1uni,"5.500,00"
247578,mopa de algodón virulana sin cabo 1uni,"8.449,00"
313006,bolsas de residuos asurin flexi 60x95cm 10uni,"10.990,00"
312799,cabo limpex extensible 1.5 mts 1uni,"19.990,00"
286391,desodorante ambiente glade vainilla automático repuesto 270cm3,"9.599,00"
286403,desodorante atomizador glade toque twinpack limón 18cm3,"8.763,00"
320704,paño de microfibra sacchi pack 30x30cm,"4.999,20"
322379,paño de piso vileda microfibra extra large colores varios 1uni,"9.549,00"
449876,esponja acero sed metal inoxidable 1uni,"1.049,00"
102638,esponja metálica sed metal dorada 1uni,"1.990,00"
952630,lana de acero virulana rollitos x6 6uni,"1.999,00"
315803,canasta para inodoro glade repuesto lavanda 27grs,"1.899,00"
223601,desodorante de ambiente poett natural blends frutal 400cm3,"5.777,00"
318291,antihumedad purific air lavanda repuesto 260grs,"2.445,00"
278244,desodorante de ambiente cooperativa uva 270cm3,"5.490,00"
982466,lana de acero task x10 10uni,"1.423,50"
322386,limpiador de piso primer precio marina 900cm3,"1.290,00"
232331,paño absorbente mortimer multiuso 1uni,"1.875,00"
320836,paño esponja absorbente sed metal 20x18cm 1uni,"2.949,00"
321987,cabo largo de madera con rosca 1.8m primer precio 1uni,"3.390,00"
322497,detergente concentrado cooperativa ultra marina 300cm3,"1.590,00"
269017,cabo cooperativa metálico 1uni,"5.390,00"
317014,limpiador multiuso para diluir primer precio bambú 150cm3,"1.190,00"
309881,limpiador cif expert antigrasa gatillo 500cm3,"4.290,00"
282915,escobilla para baño virulana 1uni,"10.949,00"
166060,esponja mortimer de bronce doble cara 1uni,"2.049,00"
321708,suavizante vivere plancha fácil 900cm3,"3.269,00"
261986,aromatizante glade gel campos de lavanda 70grs,"4.499,00"
261987,aromatizante glade gel limón refrescante 70grs,"4.499,00"
229244,papel higiénico primer precio hoja simple 180mts,"3.290,00"
315057,bolsas de residuos asurin planas 45x60cm 10uni,"1.990,00"
309396,detergente magistral platinum+ limón verde 500cm3,"3.568,50"
103045,lana de acero sed metal ovillos 6uni,"1.199,00"
121308,lana de acero primer precio 10uni,"1.209,00"
320840,esponja multiflex sed metal 1uni,"3.790,00"
258944,limpiavidrios procenex doypack 420cm3,"2.049,00"
263880,secador de piso primer precio doble goma 1uni,"3.949,00"
299475,aromatizante glade aceites naturales vainilla repuesto x2 42cm3,"19.500,00"
210619,bolsas de residuos cooperativa consorcio gigantes verde 80x110cm 10uni,"8.090,00"
442912,esponja sed metal con fibra 1uni,"859,00"
223169,esponja mortimer cuadriculada abrasiva 1uni,"1.490,00"
318246,suavizante comfort secrets 36 500cm3,"8.490,00"
318277,desodorante ambiente glade naranjo y orquídeas repuesto 270cm3,"9.599,00"
299476,aromatizante glade aceites naturales aparato+repuesto 21cm3,"19.990,00"
293977,servilletas sussex clásica una hoja 80uni,"1.990,00"
313034,jabón blanco en pan héroe clásico 200grs,"1.199,00"
287271,servilletas sussex clásica familiares 140uni,"3.890,00"
263873,escoba primer precio teli 23cm colores varios 1uni,"4.490,00"
269015,pala para residuos cooperativa 1uni,"4.590,00"
312773,jabón líquido woolite ropa oscura matic doypack 900cm3,"5.211,75"
315976,detergente héroe ultra limón 500cm3,"2.199,00"
311865,detergente odex ultra fragancia limón 250cm3,"1.945,00"
264188,desodorante atomizador repuesto poett prim+solo para ti x2 18grs,"7.789,00"
283864,paño rejilla cooperativa blanco 38x40cm 1uni,"1.459,00"
247575,paño absorbente virulana twist multiuso 3uni,"4.449,00"
237276,paño absorbente virulana microfibra 4uni,"9.449,00"
313121,rollo de cocina felpita infinity maxi rollo x3 300panos,"4.949,00"
276069,limpiador de piso multimax pino 35cm3,"549,00"
319269,desodorante ambiente air wick fresh cítricos automático repuesto 250cm3,"6.790,00"
263872,pala para residuos primer precio 1uni,"1.790,00"
315887,detergente lavavajillas limzul flores rosas 750cm3,"1.990,00"
279256,detergente cooperativa ultra manzana 300cm3,"1.490,00"
269008,escobillón cooperativa para exterior 1uni,"9.659,00"
320708,cepillo de goma limpex atrapa pelo 2uni,"10.499,00"
322157,limpiavidrios con cabo glow alpha 1uni,"12.549,00"
275378,pala para residuos cooperativa con cabo rebatible 1uni,"13.649,00"
312867,abrillantador para máquina lavavajillas sun triple acción 500cm3,"13.981,00"
315169,repelente de insectos aktiol larga duración 143cm3,"4.109,40"
264090,esponja cooperativa con manta y salvauñas extra fuerte 1uni,"1.549,00"
315831,limpiador de piso glade campos de lavanda 1760cm3,"4.950,00"
309884,limpiador para baño cif expert gatillo 500cm3,"4.290,00"
315795,limpiavidrios y multiuso mr músculo aerosol 360cm3,"4.350,00"
158956,rollo de cocina elegante 180panos,"3.490,00"
436548,suavizante para ropa héroe brisa silvestre doypack 900cm3,"2.599,00"
318991,bolsas de residuos virulana xl 80x110cm 10uni,"8.790,00"
315794,desinfectante en aerosol lysoform lavanda 315cm3,"5.475,00"
279991,limpiador de piso heroe campo de lavanda 900cm3,"1.399,00"
279993,limpiador de piso heroe pino silvestre 900cm3,"1.399,00"
311876,polvo limpiador odex original 400grs,"3.499,00"
309883,limpiador de baño cif expert doypack 900cm3,"3.990,00"
311867,limpiador de piso odex amanecer marino 900cm3,"1.749,00"
269016,cepillo de mano cooperativa corto colores varios 1uni,"4.449,00"
275380,cepillo cooperativa con mango 1uni,"4.549,00"
322143,pala para residuos glow con cabo fijo 1uni,"8.349,00"
154596,escoba virulana para exteriores 1uni,"8.690,00"
269010,escobillón cooperativa para interior 1uni,"9.600,00"
320599,mopa + balde turbo iberia sistema centrífugo,"74.900,00"
320705,paño absorbente sacchi bambú 30x30cm,"4.759,20"
311972,trapo de piso suiza gris consorcio  1uni,"5.690,00"
312771,jabón líquido woolite ropa oscura matic doypack 450cm3,"2.842,50"
282613,desodorante ambiente poett primavera aerosol 360cm3,"3.750,00"
321804,suavizante downy concentrado brisa de verano 350cm3,"5.900,00"
286386,desodorante ambiente glade lavanda y vainilla automático repuesto 270cm3,"9.599,00"
316220,desodorante de ambiente glade floral vibes repuesto 170cm3,"6.049,00"
316221,desodorante de ambiente glade coco vibes repuesto 170cm3,"6.049,00"
254502,desodorante atomizador repuesto poett lavanda x2 18grs,"7.789,00"
286461,desodorante atomizador glade toque limón repuesto 9cm3,"4.990,00"
314604,aromatizante glade aceites naturales flores tropicales y coco repuesto 21cm3,"12.675,00"
318278,aromatizante glade aceites naturales glade naranjo y orquídea repuesto 21cm3,"12.675,00"
322383,detergente primer precio ultra limón 300cm3,"1.590,00"
310597,lana de acero glow rollitos 45gr 10uni,"1.629,00"
310146,limpiavidrios y multiusos cif expert doypack 900cm3,"3.990,00"
322142,escobillón glow iris interior  1uni,"7.549,00"
310550,repelente de insectos fush! crema 200grs,"2.394,00"
320837,paño de microfibra absorbente sed metal 30x30cm,"3.849,00"
282615,desodorante ambiente poett suavidad de algodon  360cm3,"3.750,00"
318245,jabón líquido ala para diluir blancos más blancos botella 500cm3,"5.990,00"
286383,desodorante ambiente glade manzana y canela automático repuesto 270cm3,"9.599,00"
286387,desodorante ambiente glade floral y frutos rojos automático repuesto 270cm3,"9.599,00"
286381,desodorante ambiente glade limón refrescante automático repuesto 170cm3,"6.049,00"
290611,desodorante atomizador glade toque floral/frutos rojos repuesto 9cm3,"4.990,00"
272209,bolsas de residuos task pequeña 45x60cm 10uni,"1.423,50"
315830,limpiador de piso glade floral perfection 1760cm3,"4.950,00"
318562,bolsas de residuos mortimer consorcio 60x90cm 10uni,"5.349,00"
317574,lavandina en gel héroe 700cm3,"2.649,00"
194773,guantes patito clasico chicos 1uni,"4.799,00"
269013,secador de piso cooperativa 1uni,"6.049,00"
318249,desinfectante avanzada vim con lavandina gatillo 500cm3,"3.761,00"
318250,detergente cif bioactive limón 1250cm3,"9.590,00"
107816,lampazo virulana multiuso amarilla 1uni,"10.949,00"
318011,jabón líquido concentrado skip para ciclo corto cuidado activo doypack 800cm3,"11.350,00"
320974,insecticida raid 4 toques mata y repele mosquitos aerosol 43cm3,"10.700,00"
292183,jabón líquido héroe bio evolution botella 1500cm3,"4.268,00"
311584,servilletas elite ultra suave 200uni,"5.290,00"
318247,suavizante comfort secrets 48  500cm3,"8.490,00"
322387,limpiador de piso primer precio pino 900cm3,"1.290,00"
318561,bolsas de residuos mortimer normal 45x55cm 15uni,"3.225,00"
321705,suavizante vivere clásico más intenso 3000cm3,"11.900,00"
159964,bolsas de residuos alborada 45x60cm 30uni,"5.490,00"
312772,jabón líquido woolite todos los dias matic doypack 900cm3,"5.211,75"
316777,limpiador antigrasa concentrado primer precio para diluir 100cm3,"649,00"
316782,lavavajillas primer precio para diluir con glicerina 150cm3,"1.390,00"
311791,limpiador cif bioactive en gel para superficies 250cm3,"2.523,00"
292485,toallitas desinfectantes ayudín aroma fresco 390cm3,"8.300,00"
311889,aromatizante de ambiente harper´s lavanda 220cm3,"5.345,00"
314608,desodorante ambiente glade frescura salvaje repuesto 270cm3,"9.599,00"
299478,aromatizante glade aceites naturales vainilla repuesto 21cm3,"12.675,00"
264084,esponja cooperativa de bronce 1uni,"1.599,00"
318567,esponja de fibra mortimer baño y cocina x2 2uni,"2.190,00"
321615,lana de acero mortimer limpieza extrema x 12 12uni,"2.490,00"
234055,esponja patito dorada 1uni,"2.790,00"
317652,jabón en polvo ace lavado a mano 800grs,"3.279,00"
322380,esponja fibra vileda ultra fresh antibacterial 2uni,"5.990,00"
315374,suavizante downy concentrado adoravel 900cm3,"15.757,00"
315327,repelente de insectos fush acción prolongada spray 200cm3,"4.919,40"
311868,limpiador de piso odex bosque 900cm3,"1.749,00"
315824,limpiador de piso glade campos de lavanda 875cm3,"2.849,00"
291083,limpiador de baño mr músculo doypack 450cm3,"2.798,00"
315833,acondicionador ceramicol para lampazos 860cm3,"6.076,00"
310147,limpiador vidrios y multiuso cif expert gatillo 500cm3,"4.290,00"
316781,lavavajillas primer precio para diluir limón 150cm3,"1.390,00"
317793,polvo para lavavajillas sun botella 1000grs,"12.990,00"
157597,lana de acero sed metal ovillos 12uni,"2.049,00"
315808,limpiador de piso glade floral perfection 875cm3,"2.849,00"
321847,guantes cooperativa látex talle l 1uni,"1.890,00"
317654,jabón en polvo zorro lavado a mano y multiuso bicarbonato 400grs,"1.529,00"
317651,jabón en polvo ace matic baja espuma 800grs,"3.279,00"
315977,detergente héroe ultra manzana 500cm3,"2.199,00"
309385,guantes sed metal dualsoft flex chicos 1uni,"4.590,00"
264933,secador de piso virulana 30cm 1uni,"4.990,00"
278080,limpiador líquido desinfectante lysoform concentrado original doypack 420cm3,"2.650,00"
316778,limpiavidrios multiuso concentrado primer precio para diluir 100cm3,"649,00"
282306,secador de piso sacchi 50cm 1uni,"12.000,00"
320709,mopa limpex microfibra colores varios 1uni,"18.200,00"
286385,desodorante de ambiente glade hawaiian breeze automatico 270cm3,"9.599,00"
286390,desodorante ambiente glade limón refrescante automático repuesto 270cm3,"9.599,00"
314607,desodorante ambiente glade coco vibes automático repuesto 270cm3,"9.599,00"
155293,desodorante de ambiente air wick lavanda 250cm3,"19.999,00"
312766,apresto robin doypack 450cm3,"2.100,00"
318008,jabón líquido concentrado skip para ciclo corto cuidado activo botella 800cm3,"13.300,00"
321282,limipiador líquido desinfectante lysoform solución total pino 875cm3,"3.550,00"
275382,cepillo cooperativa calzado negro 1uni,"4.349,00"
316043,jabón líquido ace clásico doypack 800cm3,"3.990,00"
311866,detergente odex ultra fragancia limón 500cm3,"3.449,00"
282305,secador de piso sacchi 40cm 1uni,"8.640,00"
316780,jabón líquido primer precio para diluir 150cm3,"1.790,00"
321155,limpiador multisuperficies blem floral gatillo 400cm3,"5.799,00"
321803,suavizante downy concentrado brisa suave 350cm3,"5.900,00"
318251,jabón líquido granby bicarbonato para diluir botella 500cm3,"8.190,00"
314643,suavizante downy brisa suave 500cm3,"8.899,00"
311888,aromatizante de ambiente harper´s naturalmente verde 220cm3,"4.990,00"
290608,desodorante ambiente glade paraíso azul automático repuesto 270cm3,"9.599,00"
291715,aromatizante de ambiente glade automático completo lavanda y vainilla 270cm3,"29.990,00"
315829,limpiador de piso glade bosque de pino 875cm3,"2.849,00"
321277,limipiador líquido desinfectante lysoform solución total lavanda 1760cm3,"6.156,00"
293077,detergente magistral ultra limón 750cm3,"4.478,50"
323171,cera líquida blem para cerámicos incoloro 750cm3,"10.529,00"
317639,paño absorbente task compostable 1uni,"1.813,50"
321278,limipiador líquido desinfectante lysoform solución total lavanda 875cm3,"3.550,00"
318563,bolsas de residuos mortimer mediana 50x65cm 15uni,"5.249,00"
175889,bolsas de residuos alborada 45x50cm 30uni,"6.790,00"
130808,antihumedad aire pur lavanda 75grs,"9.290,00"
243835,guantes patito clasico xl 1uni,"4.799,00"
317383,mopa primer precio blanca repuesto 1uni,"5.599,00"
275381,limpiavidrios cooperativa 1uni,"7.649,00"
310548,repelente de insectos fush! spray 200cm3,"3.414,00"
321279,limipiador líquido desinfectante lysoform solución total floral 875cm3,"3.550,00"
311793,limpiador líquido desinfectante de superficies cif original doypack 380cm3,"2.340,00"
154595,escoba virulana multiuso 1uni,"8.549,00"
311792,limpiador cif bioactive en gel para superficies 500cm3,"4.549,00"
278245,desodorante de ambiente cooperativa vainilla 270cm3,"5.490,00"
311887,aromatizante de ambiente harper´s limón 220cm3,"5.345,00"
311869,limpiador de piso odex lavanda 900cm3,"1.749,00"
321280,limipiador líquido desinfectante lysoform solución total pino 1760cm3,"6.156,00"
316779,limpiador de baño primer precio concentrado para diluir 100cm3,"649,00"
317790,polvo para máquinas lavavajillas sun  1000grs,"10.607,00"
309386,guantes sed metal dualsoft flex medianos 1uni,"4.590,00"
315827,limpiador de piso glade harmony 875cm3,"2.849,00"
317655,jabón en polvo zorro matic baja espuma bicarbonato 800grs,"2.799,00"
287600,aparato para tabletas raid sin cable + 4 tabletas 1uni,"9.925,00"
316230,limpiador en polvo multimax bicarbonato 100grs,"1.039,00"
310678,repelente de insectos vais kids pomo 100cm3,"2.394,00"
284838,limpiador líquido desinfectante lysol dettol limón 1800cm3,"4.549,00"
321807,suavizante héroe flores frutales doypack 3000cm3,"8.190,00"
282614,desodorante ambiente poett bebé aerosol 360cm3,"3.750,00"
315373,suavizante downy concentrado adoravel  450cm3,"8.899,00"
286382,desodorante ambiente glade lavanda y vainilla automático repuesto 170cm3,"6.049,00"
696508,antihumedad aire pur lavanda 250grs,"16.891,00"
299477,aromatizante glade aceites naturales harmony repuesto 21cm3,"12.675,00"
286458,desodorante atomizador glade toque con aparato full limón 9cm3,"7.799,00"
322158,esponja fibra cocina glow verde 1uni,"2.889,00"
311840,escobillón impeke + cabo 1uni,"8.290,00"
320703,suavizante comfort explosión de lavanda doypack 1000cm3,"14.200,00"
281237,cabo task metálico 1uni,"3.048,50"
267256,plumero primer precio de techo colores varios 1uni,"5.500,00"
322612,cepillo de mano virulana 2 en 1 1uni,"7.690,00"
320702,suavizante comfort explosión de lavanda doypack 450cm3,"6.489,00"
290547,desinfectante líquido lysoform multisuperficies 500cm3,"7.690,00"
260820,escobillon vileda 3 en 1 1uni,"24.990,00"
317743,quitamanchas vanish oxi action polvo pote 450grs,"11.749,00"
163902,papel higiénico campanita soft hoja simple 180mts,"3.149,00"
309762,suavizante zorro deluxe oriental doypack 3000cm3,"10.990,00"
308735,jabón líquido limzul matic doypack 800cm3,"2.349,00"
321414,jabón en polvo ala matic baja espuma blancos más blancos 600grs,"3.650,00"
321611,quitamanchas trenet polvo power precision doypack 450grs,"9.019,00"
311893,cebo mata cucarachas cucatrap 20grs,"11.350,00"
299953,jabón en polvo granby lavado a mano bicarbonato limón 3000grs,"8.990,00"
279399,pala para residuos task con cabo fijo 1uni,"4.710,55"
278746,espiral raid mata mosquitos country fresh 150grs,"2.949,00"
316218,limpiador de piso glade paraíso azul 1760cm3,"4.950,00"
321415,jabón en polvo ala matic baja espuma blancos más blancos 2500grs,"12.690,00"
310598,esponja glow baño fibra scutum 1uni,"899,00"
100099,esponja task lisa 1uni,"903,50"
310848,esponja brilhus salvauñas 1uni,"979,00"
284719,esponja esfrebom salvauñas con iones de plata 1uni,"1.119,00"
129607,esponja mortimer de bronce 1uni,"1.549,00"
153572,esponja acero sed metal inoxidable 2uni,"1.690,00"
282309,paño multiuso costero colores varios,"1.690,00"
284345,paño absorbente skay multiuso,"1.790,00"
150278,esponja fibra sed metal gigante con fibra abrasiva 1uni,"1.849,00"
260789,servilletas campanita ultrasoft 70uni,"1.949,00"
299249,guantes task pequeño 1uni,"2.631,85"
266711,bolsas de residuos task plana mediana 50x70cm 10uni,"2.678,65"
284836,limpiador líquido desinfectante lysol dettol marina 900cm3,"2.490,00"
148199,esponja metálica sed metal dorada 1uni,"3.049,00"
316231,rejilla lava coche pesada línea 10 50x60 cm 1uni,"3.200,00"
104430,servilletas campanita ultrasoft 140uni,"3.490,00"
282410,pala para residuos glow de mano 1uni,"3.499,00"
153499,esponja acero sed metal inoxidable dorada 2uni,"3.525,00"
284709,pala para residuos novica de mano clipa colores varios 1uni,"3.599,00"
445736,esponja sed metal corazon inoxidable 1uni,"3.700,00"
136218,esponja vileda super acero 1uni,"4.045,00"
309387,guantes sed metal dualsoft flex grandes 1uni,"4.590,00"
309390,rejilla sed metal lavacoches 45x50cm 1uni,"4.600,00"
310850,secador de piso novica ballena 30cm 1uni,"4.990,00"
284716,sopapa novica 1uni,"5.059,00"
199336,broches iberia doble presión 9uni,"5.145,00"
282398,escobillón glow interior acrux eco 1uni,"5.549,00"
282400,escoba glow max unux 1uni,"6.189,00"
266713,bolsas de residuos task plana grande 80x110cm 10uni,"6.336,85"
282399,escobillón glow eco orion 1uni,"6.589,00"
299000,antihumedad purific air lavanda repuesto 75grs,"499,50"
284707,secador de piso novica ballena 40cm 1uni,"6.749,00"
320839,paño de microfibra absorbente sed metal coral fleece 30x30cm 2uni,"6.849,00"
282290,escobillón task clásico 1uni,"6.948,50"
290616,acondicionador de piso ceramicol autobrillo negro botella 800cm3,"5.939,00"
284702,escoba novica original sin cabo 1uni,"7.449,00"
284704,escobillón novica varry sin cabo 1uni,"8.490,00"
299262,limpiador en polvo suiza desengrasante 500grs,"4.290,00"
318292,antihumedad purific air repuesto neutro 260grs,"2.445,00"
294745,escobillón task multiuso interior 1uni,"9.586,85"
294746,escobillón task superficie delicada 1uni,"9.586,85"
294744,escobillón task para exterior 1uni,"9.911,85"
313005,bolsas de residuos asurin flexi 50x65cm 20uni,"9.990,00"
318285,antihumedad purific air relax pote 300grs,"3.745,00"
282921,lampazo virulana repuesto mopa plana extra microfibra 1uni,"15.990,00"
321612,quitamanchas trenet polvo power precision doypack 120grs,"2.790,00"
281325,barra gigante quitamanchas 75grs,"1.790,00"
317987,repelente de insectos selton extra duración aerosol 165cm3,"6.990,00"
317989,repelente de insectos selton spray 120cm3,"5.890,00"
309220,producto para calzado arola aplicador pomada 45grs,"4.490,00"
121459,esponja para calzado wassington brillo marron 60cm3,"6.499,00"
256740,tender de pie mor plegable 006005 1uni,"51.489,00"
273539,velas cooperativa x4 4uni,"1.790,00"
275266,lámpara led ledvance 5w cálida,"1.939,00"
974595,cubiertero primer precio colores varios,"7.990,00"
278620,lámpara led ledvance 9w fría,"2.459,00"
275261,lámpara led ledvance 12w cálida,"2.869,00"
287367,mate autocebante cooperativa termico colores varios,"7.350,00"
309927,fósforos buenos días 220uni,"1.390,00"
275267,lámpara led ledvance 5w fría,"1.939,00"
233960,parrilla circular jovifel n°2,"75.990,00"
275264,lámpara led ledvance 14w fría,"3.929,00"
321041,botella de vidrio con tapón de corcho 1l,"10.789,00"
275262,lámpara led ledvance 12w fría,"2.869,00"
280716,prolongador enrollacable coop 5 mts 4 tomas verde,"42.500,00"
275258,lámpara led ledvance 7w fría,"2.249,00"
275265,lámpara led ledvance 14w cálida,"3.929,00"
850294,repasador teka gourmet colores varios,"2.793,00"
312361,fósforos tres patitos tri campeones 222uni,"1.490,00"
309926,fósforos buenos días aniversario 400uni,"1.990,00"
287366,dispenser cooperativa para jabón liquido/detergente 1uni,"6.490,00"
294800,molde savarin antiadherente hudson 25cm,"18.375,00"
207017,pava de acero inoxidable carol 1.6l,"29.500,00"
279951,tenedores carol negro blister x3,"4.990,00"
272954,mate cooperativa con bombilla azul cooperación,"7.800,00"
312362,fósforos tres patitos tri campeones 400uni,"2.199,00"
278881,hermético easy find 1.2l,"9.610,00"
850293,repasador teka nobre colores varios,"2.793,00"
201083,hermético nuva mikonos redondo 200ml,"2.039,00"
225938,pilas duracell alcalinas aaa 4uni,"8.734,00"
274089,alguicida mak dab aguas blandas 1 l 1uni,"7.990,00"
232030,linterna led eveready 2d,"19.990,00"
280491,lámpara led ledvance 9w cálida,"2.459,00"
202524,rollo papel manteca frozen's 5m 5mts,"4.150,00"
225939,pilas duracell duralock alcalinas aaa 2uni,"5.030,00"
134705,hermético primer precio new clipper rectangular 3.9l,"7.192,00"
311795,sartén de acero con antiadherente 18x7cm,"10.990,00"
294805,molde budín y pan hudson 25cm,"13.440,00"
211723,fuente tramontina rectangular aluminio antiadherente 34cm,"44.200,00"
317597,cacerola aluminio antiadherente ilko con tapa 16cm,"31.189,00"
116000,pilas energizer max alcalinas aaa 4uni,"8.640,00"
295820,set x4 cuchillos de untar carol areia,"3.788,00"
256043,escarbadientes ideal bolsita 100uni,"1.490,00"
280921,hermético easy find 1.6 l,"10.223,00"
265360,copa barone vino vidrio 385ml,"4.690,00"
207080,pilas energizer max alcalinas aaa 2uni,"5.360,00"
201558,copa agua windsor 300ml,"3.390,00"
287370,tabla para picar cooperativa verde 21x30 cm,"5.990,00"
248178,hermético practi hogar rectangular 3l colores varios 3000cm3,"9.169,00"
287364,jarro mug cooperativa plástico 400ml colores varios,"1.729,00"
240153,lápiz corrector liquid paper mate mini,"5.571,00"
256200,bolsa para freezer cooperativa surtidas 28uni,"2.804,25"
