codigo_interno,nombre_producto,precio_producto
281048,aceite de oliva cooperativa virgen extra 250cm3,"7.790,00"
322331,premezcla para pancakes granger salados queso 300grs,"15.590,00"
312465,chocolate cofler con rocklets 140grs,"9.100,00"
315425,pimienta negra molida la parmesana 15grs,"1.679,00"
317580,cápsulas de café nescafé dolce gusto latte macchiato 112grs,"15.530,00"
315706,fideos primer precio dobladitos al huevo 500grs,"2.390,00"
312081,tostadas primer precio sin sal 180grs,"1.449,00"
312902,galletitas snacks rex sabor original 225grs,"3.235,00"
195860,caramelos masticables pico dulce  500grs,"7.684,00"
173446,maní el mallín crocante sabor pizza 200grs,"3.290,00"
321387,galletitas dulces íntegra cacao y chocolate 200grs,"3.600,00"
238853,budín sabor vainilla dimax sin tacc 185grs,"3.814,00"
317907,alfajor 9 de oro dulce de leche blanco 45grs,"990,00"
321725,palitos de maíz krachitos bastonitos sabor ketchup 50grs,"1.439,00"
162715,albahaca deshidratada primer precio 25grs,"749,00"
315229,alfajor animal kind vegano dulce de frutos rojos  50grs,"1.999,00"
319337,galletitas dulces schar mini sorrisi sin gluten 100grs,"7.169,00"
321333,creatina raptor sin sabor  300grs,"40.590,00"
218493,hongos callieri secos trozados 25grs,"3.790,00"
294548,galletitas dulces rellenas pamela chocolate pack familiar x3 291grs,"2.639,00"
963283,merluza puglisi al natural 380grs,"3.855,00"
872970,té negro primer precio en saquitos x50 100grs,"1.389,00"
311934,galletitas dulces rellenas mellizas 110grs,"1.639,00"
256046,caldo en cubos safra verdura 57grs,"999,00"
277555,papas fritas primer precio jamón serrano 90grs,"2.019,00"
287656,mermelada las brisas orgánica arándanos y chía 260grs,"6.939,00"
259138,perejil la parmesana 25grs,"1.140,00"
312129,edulcorante en polvo liv clásico 80grs,"3.885,00"
318435,chocolate arcor dúo leche y blanco 80grs,"4.320,00"
319340,galletitas dulces schar choco chip cookies sin gluten 200grs,"11.199,00"
322719,bombones milka con crema de avellanas 110grs,"8.500,00"
285088,caldo caldiet safra sin sal agregada verduras en sobres 50grs,"4.415,00"
312132,dulce de leche primer precio reducido en grasas 400grs,"1.799,00"
710023,dulce de batata la campagnola lata 5kgs,"28.590,00"
314768,bizcochos dulces primer precio hojaldre con batata 200grs,"1.560,00"
321321,galletitas crackers 9 de oro crujitas hierbas de la huerta 120grs,"1.690,00"
316469,nachos ketsal sabor queso 70grs,"2.429,00"
312914,fideos terrabusi mostacholes rayados 500grs,"1.149,00"
191697,mermelada la huerta familiar damasco frasco 450grs,"4.549,00"
311188,premezcla bizcochuelo maizena vainilla 450grs,"6.490,00"
256047,caldo en cubos safra carne 57grs,"999,00"
317344,pasta de legumbres wakas alubia y garbanzos sin gluten 300grs,"5.490,00"
315240,garbanzos tostados fitbeans sabor queso 75grs,"1.499,00"
322329,premezcla para pancakes granger proteicos chocolate 400grs,"15.500,00"
102019,chocolate con leche primer precio 100grs,"4.590,00"
102020,chocolate primer precio blanco 100grs,"4.590,00"
313026,chocolate con leche bon o bon relleno 160grs,"8.090,00"
321271,"suplemento dietario molé isotónica a base de vitamina c, minerales y cúrcuma 300grs","16.659,00"
315342,whey protein ena sabor vainilla 907grs,"59.000,00"
322333,premezcla para omelette granger proteico jamón y queso 210grs,"15.000,00"
321856,café en cápsulas nescafé dolce gusto starbucks madagascar vanilla macchiato 132grs,"16.770,00"
313206,cápsulas de café la virginia equilibrado n°7 104grs,"16.400,00"
315767,yerba mate cachamai tradicional con palo 500grs,"2.450,00"
963275,merluza puglisi en aceite 380grs,"3.855,00"
279248,fideos de arroz blue patna fettuccini sin tacc 500grs,"5.569,00"
265656,mermelada flor de jardín de mamón frasco 425grs,"5.659,00"
282514,alfajor turimar chocolate triple 60grs,"840,00"
317908,alfajor 9 de oro frutos rojos 45grs,"990,00"
318267,pochoclo hanks sabor vainilla 98grs,"2.210,00"
282452,aceitunas verdes terrasana orgánicas 250grs,"7.099,00"
282450,pasta de aceitunas verdes terrasana orgánicas 235grs,"7.460,00"
322328,premezcla para pancakes granger proteicos vainilla 400grs,"15.500,00"
288635,porotos primer precio remojados colorados  300grs,"1.270,00"
284834,dulce de leche repostero primer precio sin tacc 1000grs,"4.799,00"
288493,aceite de maíz lira 900cm3,"6.990,00"
309332,vainillas primer precio x36 444grs,"4.890,00"
295979,polenta mole mediterranea sin tacc 200grs,"2.749,00"
254426,galletas dulces dimax sabor vainilla sin gluten 200grs,"3.940,00"
315239,garbanzos tostados fitbeans sabor jamón ahumado 75grs,"1.499,00"
281943,masitas trini cacao + stevia sin tacc 120grs,"3.439,00"
316470,nachos ketsal picantes sabor chile y limón 70grs,"2.429,00"
123290,cacao en polvo trini con stevia sin tacc 100grs,"4.700,00"
324581,chocolate shot con maní 90grs,"6.120,00"
318303,chocolate semiamargo nestle  50grs,"3.490,00"
322720,bombones milka con crema de vainilla 110grs,"8.500,00"
318443,mix parrilla alicante para preparar barbacoa 25grs,"1.938,00"
321426,gelatina vegetal sin sabor agar-agar gell singh sin tacc 10grs,"5.140,00"
227298,fideos san agustín nidos ancho 500grs,"1.689,00"
318525,galletitas crackers clásicas primer precio pack familiar x3 300grs,"1.190,00"
311147,fideos tallarín lucchetti n°7 al huevo 500grs,"2.100,00"
311240,copos de maíz lasfor 200grs,"2.090,00"
296140,miel entrenuts cremosa  500grs,"6.290,00"
309975,esencia artificial de azahar la parmesana 110grs,"1.940,00"
314945,papas fritas primer precio corte americano 180grs,"3.199,00"
120842,atún puglisi en aceite sin sal agregada 170grs,"4.295,00"
285114,bombones arcor surtido selección 228grs,"10.690,00"
309943,estragón la parmesana 20grs,"1.140,00"
317701,chimichurri la parmesana 15grs,"1.540,00"
277234,té hierbas del oasis coco y vainilla x20 40grs,"4.300,00"
314777,galletitas dulces primer precio sabor chocolate 170grs,"1.090,00"
275048,mayonesa heinz doypack 200grs,"1.439,00"
314767,bizcochos dulces primer precio hojaldre con membbrillo 200grs,"1.560,00"
321317,galletitas crackers 9 de oro crujitas clásicas 120grs,"1.690,00"
313082,alfajor toddy mousse 50grs,"1.249,00"
217482,caramelos menthoplus zero sabor cereza 26grs,"1.050,00"
102994,mermelada orieta naranja pote 500grs,"2.230,00"
312077,galletitas dulces primer precio con chips de chocolate 300grs,"2.069,00"
281251,harina de arroz integral yin yang tostado orgánico 500grs,"4.659,00"
299818,premezcla natural pop falafel sin tacc 210grs,"2.250,00"
872946,mate cocido primer precio x25 75grs,"859,00"
322975,aderezo hellmann's sabor asado 340grs,"4.650,00"
155694,caballa puglisi al natural sin sal agregada 380grs,"5.389,00"
278217,harina de algarroba ying yang 250grs,"5.449,00"
312244,pasta instantánea con salsa fileto mamá cocina  180grs,"3.990,00"
315225,alfajor animal kind vegano relleno con manteca de maní 42grs,"1.069,00"
287654,mermelada las brisas orgánica light zanahoria y naranja 240grs,"6.939,00"
323709,nescafé dolca mixes latte doypack 125grs,"4.969,00"
266487,chocolate cofler blockazo 1000grs,"41.410,00"
315343,whey protein ena sabor frutilla 907grs,"59.000,00"
312245,sopa menú box cañuelas vegetales mini ramen 45grs,"2.950,00"
317703,pimienta blanca la parmesana molida 15grs,"1.040,00"
290124,porotos la gringa secos remojados 300grs,"1.430,00"
286646,yerba mate cbse miel 500grs,"2.450,00"
191696,mermelada la huerta familiar ciruela frasco 450grs,"4.549,00"
191703,mermelada la huerta familiar manzana frasco 450grs,"4.800,00"
315557,salsa barbacoa hellmann's doypack 250grs,"2.698,00"
291517,yerba mate hierbas del oasis orgánica 500grs,"6.209,00"
264161,dulce el chañar de rosa mosqueta frasco 450grs,"7.440,00"
315039,galletitas dulces bauducco cookies sabor original 60grs,"1.100,00"
322705,nachos de maíz tostitos originales 100grs,"2.268,50"
315454,snack takis fuego 140grs,"4.999,00"
311161,gelatina en polvo exquisita cereza 25grs,"1.189,00"
321246,yerba mate hierbas del oasis tereré 500grs,"4.500,00"
321343,premezcla para falafel gula garbanzo sin tacc 210grs,"3.100,00"
298842,mix semillas buen día kos food doypack 150grs,"2.399,00"
295374,risoni wakas zanahoria sin tacc 300grs,"5.850,00"
312242,pasta instantánea con salsa de brócoli mamá cocina  180grs,"3.990,00"
321267,premezcla para preparar pancake proteico molé sabor vainilla 450grs,"14.699,00"
123294,postre sabor chocolate trini sin tacc 60grs,"2.470,00"
321724,conos krachitos sabor barbacoa 45grs,"1.890,00"
316062,gelatina en polvo mogul cereza 25grs,"1.090,00"
318431,confites rocklets picante 20grs,"1.020,00"
315424,ají molido la parmesana 15grs,"989,00"
123377,flan de vainilla trini con stevia sin tacc 30grs,"2.470,00"
123378,flan de chocolate trini con stevia sin tacc 30grs,"2.470,00"
321254,salsa liquida henderson relish 140ml,"11.549,00"
315345,starter protein ena sabor café 400grs,"35.000,00"
321332,creatina raptor sabor naranja  324grs,"40.590,00"
290118,jardinera la gringa al natural 300grs,"1.199,00"
281249,germen de trigo yin yang sin tostar 500grs,"2.069,00"
311149,fideos lucchetti spaghetti n°5 al huevo 500grs,"2.199,00"
299526,galletitas dulces mini pamela avena y chips 180grs,"1.615,00"
324100,galletitas dulces terrabusi variedad clásica más sabor chocolate 390grs,"3.745,00"
299811,premezcla natural pop falafel arvejas y quinoa sin tacc 200grs,"1.939,00"
296136,miel entrenuts líquida  500grs,"6.290,00"
315232,galletitas dulces animal kind vainilla veganas 170grs,"2.199,00"
298841,mix semillas ensalada kos food doypack 150grs,"2.399,00"
256045,caldo en cubos safra gallina 57grs,"999,00"
299821,rallado natural pop veg sin tacc 100grs,"1.800,00"
287655,mermelada las brisas orgánica arándanos 260grs,"6.939,00"
318429,cubanitos cofler sabor coco x2 29grs,"1.190,00"
316058,gelatina en polvo godet cereza 25grs,"1.190,00"
192988,caldo caldiet safra verduras sin sal agregada 200grs,"10.100,00"
318430,confites rocklets extreme 20grs,"1.020,00"
282449,aceite de oliva terrasana orgánico 500cm3,"33.610,00"
278199,té negro hierbas del oasis orgánico en hebras doypack 100grs,"7.190,00"
316432,chocolate milka mmmax almond caramel 300grs,"33.890,00"
281969,avena tostex grano entero 300grs,"2.089,00"
299522,galletitas dulces mini pamela limón 180grs,"1.419,00"
315418,caramelos duros primer precio menta  120grs,"990,00"
315421,caramelos duros primer precio rellenos de miel  120grs,"990,00"
321245,yerba mate hierbas del oasis compuesta 500grs,"4.830,00"
291518,yerba mate hierbas del oasis compuesta 500grs,"4.999,00"
243782,mermelada la huerta familiar pera frasco 450grs,"4.549,00"
191706,mermelada la huerta familiar membrillo frasco 450grs,"4.800,00"
321341,premezcla brownie gula porotos negros sin tacc 425grs,"5.090,00"
321342,premezcla para hamburguesa gula garbanzo sin tacc 250grs,"3.100,00"
316295,mermelada cuarto creciente con semillas ciruela frasco 400grs,"4.979,00"
315231,galletitas dulces animal kind algarroba veganas 170grs,"2.199,00"
311213,cereales formis tortugas sabor chocolate 245grs,"3.190,00"
150628,aceitunas verdes nucete con carozo 100grs,"1.400,00"
296527,galletitas dulces zafranito integrales vainilla 150grs,"2.259,00"
315364,snacks saladix horneados picante 100grs,"1.599,00"
248899,chupetines mister pops trompitos frutales 550grs,"10.490,00"
315358,caramelos butter toffees cream 99grs,"2.190,00"
281579,peladillas maní de colores bariloche 80grs,"1.890,00"
317998,aceitunas verdes nucete rellenas con pasta de morrón 100grs,"2.369,00"
280583,aceto balsámico la toscana reducción 250cm3,"6.259,00"
107549,coco rallado don ubaldo 50grs,"1.409,00"
281300,postre de maní lheritier 200grs,"5.890,00"
309721,calamar marechiare en aceite 180grs,"5.929,00"
309722,calamares marechiare en salsa de tomate 180grs,"5.929,00"
277228,mate cocido hierbas del oasis orgánico x25 75grs,"2.799,00"
100230,chocolate para taza primer precio 100grs,"3.790,00"
107212,ají molido don ubaldo 50grs,"1.990,00"
318425,cubanitos cofler sabor avellanas x2 29grs,"1.190,00"
318427,cubanitos cofler sabor chocolate con leche x2 29grs,"1.190,00"
294593,sopa instantánea knorr zanahoria 65grs,"2.959,00"
321403,papas fritas pringles garlic steak 100grs,"5.390,00"
321404,papas fritas pringles sweet bacon 100grs,"5.390,00"
318296,cápsulas de café nescafe dolce gusto mochaccino canela 172grs,"12.704,00"
312806,té saint gottard boldo x10 saquitos 15grs,"1.743,00"
318297,cápsulas de café starbucks blonde espresso roast 94grs,"20.873,00"
310946,galletitas dulces tostex avena y miel 270grs,"2.084,00"
317285,chips de manzana roja fruch 35grs,"2.490,00"
188269,echalotte 1uni,"2.990,00"
714886,queso cheddar cooperativa feteado envasado 150grs,"4.100,00"
710656,queso adler cheddar feteado envasado 144grs,"4.000,00"
736325,ciruela roja 1kgs,"3.990,00"
701428,pan para panchos ecoop 200grs,"2.415,00"
711138,budín cooperativa sabor vainilla 170grs,"2.225,00"
711104,bondiola paladini más finas feteado envasado 120grs,"6.800,00"
756733,leberwurst paladini  250grs,"2.950,00"
708126,milanesa de cerdo  1kgs,"14.500,00"
729841,grasa sombra de toro 1er jugo bovino  1kgs,"3.900,00"
703933,maní con cáscara 1kgs,"5.990,00"
179716,portobello abrantes en bandeja 200grs,"6.900,00"
132397,torta cooperativa sabor vainilla 600grs,"6.995,00"
179715,champignones abrantes bandeja 200grs,"6.500,00"
959707,milanesa de cuadrada sombra de toro  1kgs,"19.500,00"
715971,queso fontina vacalin trozado envasado 300grs,"4.990,00"
716233,salame tipo cantimpalo la casona feteado envasado 150grs,"4.035,00"
211563,torta cooperativa sabor chocolate 600grs,"6.995,00"
705603,pan flautita mamá cocina prehorneado congelado x6 462grs,"2.490,00"
725072,banana ecuador 1kgs,"1.990,00"
712890,rapiditas bimbo clásicas 275grs,"3.100,00"
965880,chorizo carne vacuna sombra de toro 1kgs,"12.900,00"
709405,pan de panchos primer precio 200grs,"1.699,00"
717364,primer jugo bovino sombra de toro 500grs,"2.100,00"
165436,bizcochuelo primer precio sabor vainilla 750grs,"5.899,00"
714544,queso provoleta paladini 160grs,"4.900,00"
730602,morcilla parrillera sombra de toro  1kgs,"10.500,00"
715060,leche la serenisima parcialmente descremada liviana 1% sachet 1lts,"1.925,00"
716257,pan para hamburguesa ecoop de papa 200grs,"2.855,00"
928941,tomate redondo 1kgs,"1.690,00"
705039,manzana red comercial 1kgs,"2.490,00"
730424,morcilla vasca sombra de toro  1kgs,"11.900,00"
716211,lomo ahumado sombra de toro feteado envasado 120grs,"1.776,00"
709474,leberwurst sombra de toro  250grs,"1.590,00"
701744,banana comercial 1kgs,"1.990,00"
701429,pan para hamburguesa ecoop 200grs,"2.415,00"
700993,morcilla bombón sombra de toro  1kgs,"11.900,00"
708267,pera 1kgs,"1.790,00"
716184,queso barra la paulina feteado envasado 200grs,"2.980,00"
700029,limón 1kgs,"1.990,00"
710358,salame tipo milán cagnoli feteado envasado 180grs,"6.500,00"
714509,nuggets notchicken notco  0.3kgs,"8.026,00"
709404,pan para hamburguesa primer precio 200grs,"1.510,00"
704733,naranja de jugo 1kgs,"1.592,00"
714939,bastoncitos de pescado rebozados granja del sol 300grs,"4.990,00"
165435,bizcochuelo primer precio sabor chocolate 750grs,"5.899,00"
708975,levadura levex con masa madre sobre 13grs,"800,00"
716547,queso provolone vacalin trozado envasado 250grs,"6.900,00"
701781,salamín fuet cagnoli 150grs,"6.900,00"
716103,chorizo fresco mezcla sombra de toro 1kgs,"11.900,00"
706435,panceta salada bacon paladini feteada envasada 150grs,"4.800,00"
715058,leche la serenisima clásica entera 3% sachet 1lts,"1.925,00"
705831,mix de lechugas la aldea hidropónica 1uni,"3.790,00"
746576,salchichas fela sin piel x6 225grs,"1.790,00"
710560,jamón crudo piamontesa feteado envasado 150grs,"12.500,00"
714213,pan dulce firenze matero con gotas chocolate y capa almendrada 350grs,"4.990,00"
716215,salchichón con jamón sombra de toro feteado envasado 150grs,"1.185,00"
706988,manteca cooperativa 200grs,"2.699,00"
982911,pelón blanco 1kgs,"4.990,00"
708562,pionono primer precio tradicional 150grs,"1.890,00"
184689,queso sardo el gauchito trozado envasado 1kgs,"19.800,00"
704741,naranja ombligo 1kgs,"1.592,00"
718262,grisines ecoop con sal 150grs,"2.065,00"
700558,papa blanca 1kgs,"1.990,00"
715397,huevos avicoper blancos 6uni,"1.999,00"
730467,huevos cooperativa extra grandes 6uni,"2.249,00"
700754,mandarina 1kgs,"1.990,00"
740390,salchichas paladini sin piel x6 225grs,"2.990,00"
707706,salchichón primavera trozer sin tacc feteado envasado 200grs,"1.579,00"
117908,milanesa de peceto sombra de toro 1kgs,"23.500,00"
714448,grisines cooperativa tipo italianos 200grs,"1.690,00"
700584,levadura calsa familiar 50grs,"699,00"
960489,cebolla suelta 1kgs,"1.190,00"
111900,levadura calsa mi pan instantánea sobre 10grs,"599,00"
706604,lechuga arrepollada 1kgs,"3.390,00"
710493,ricotta garcía semigrasa envasada 500grs,"4.545,00"
791350,queso parmesano la paulina trozado envasado 1kgs,"34.500,00"
241665,dulce de membrillo dulcor sachet 500grs,"2.839,00"
708108,provoleta hilada cooperativa envasada 1kgs,"19.900,00"
710701,fiambre de cerdo para emparedado sombra de toro feteado envasado 200grs,"1.500,00"
241669,dulce de batata dulcor con chocolate sachet 500grs,"2.189,00"
712405,milanesas notco not mila x2 220grs,"5.036,00"
712891,rapiditas bimbo integrales 275grs,"3.780,00"
706471,jamón cocido cagnoli natural feteado envasado 120grs,"4.900,00"
182073,queso rallado la paulina reggianito 150grs,"5.399,00"
257018,lechuga mantecosa la aldea hidropónica 1uni,"3.490,00"
704466,zapallo calabaza 1kgs,"890,00"
262032,salchichas la blanca sin piel x6 190grs,"990,00"
722324,acelga 1kgs,"1.890,00"
716433,yogur ser pro+ proteína sabor frutos rojos pote 175grs,"2.900,00"
725315,palta hass 1kgs,"6.990,00"
742449,queso de cerdo sombra de toro feteado envasado 1kgs,"6.900,00"
241667,dulce de batata dulcor con vainilla sachet 500grs,"2.189,00"
223696,mortadela paladini familiar mini envasada 300grs,"4.390,00"
708898,queso finlandia chef cheddar feteado envasado 150grs,"5.950,00"
233559,salame picado entrefino labratto fuet 150grs,"7.500,00"
708061,salchichas panchín sin piel x6 190grs,"1.480,00"
711575,pan de molde con salvado ecoop 600grs,"4.806,00"
257019,lechuga crespa la aldea hidropónica 1uni,"3.490,00"
139397,nuez con cáscara  1kgs,"11.990,00"
716185,salame tipo milán cagnoli feteado envasado 150grs,"3.180,00"
216805,polvo para preparar bebida láctea franz lista! fortificada 800grs,"5.999,00"
715710,salamín picado fino atm cagnoli 145grs,"7.000,00"
707387,queso mozzarella cooperativa envasado 250grs,"4.500,00"
711574,pan de molde ecoop con salvado 350grs,"2.390,00"
705762,provoleta puyehué hilada envasada 1kgs,"18.900,00"
706582,zanahoria 1kgs,"1.290,00"
700059,levadura calsa familiar x2 100grs,"1.199,00"
705666,albahaca la aldea hidropónica 1uni,"3.490,00"
219868,queso fontina sancor corazón de horma envasado 240grs,"8.900,00"
715884,pizza congelada sibarita mozzarella 470grs,"11.949,00"
711570,pan de molde ecoop blanco 350grs,"2.390,00"
708305,remolacha 1kgs,"2.990,00"
458233,ricotta garcía entera envasada 500grs,"4.545,00"
716698,queso rallado cooperativa 150grs,"5.259,00"
716361,pan de molde fargo integral  400grs,"5.505,00"
714888,queso mozzarella cooperativa feteado envasado 170grs,"4.100,00"
712406,milanesas notco not chicken mila x2 220grs,"5.753,00"
722820,grisines ecoop sin sal agregada 150grs,"2.065,00"
710357,salame tipo milán chacra 43 feteado envasado 150grs,"5.500,00"
716848,pizzeta de mozzarella y jamón paladini congelada 205grs,"4.590,00"
711572,pan de molde ecoop blanco 600grs,"4.809,00"
706902,queso por salut cooperativa trozado envasado 1kgs,"12.800,00"
711092,jamón crudo paladini más finas feteado envasado 120grs,"8.900,00"
715211,budín cooperativa sabor chocolate 170grs,"2.225,00"
700002,pollo pollolin 1kgs,"4.300,00"
716188,salame tipo milán la residencia feteado envasado 150grs,"2.850,00"
706343,tallarines al huevo balkan frescos 500grs,"3.290,00"
780847,jamón crudo don décimo feteado envasado 1kgs,"35.000,00"
704318,morrón colorado 1kgs,"3.690,00"
733504,paleta de cerdo cocida paladini feteada envasada 1kgs,"18.900,00"
138814,queso gouda noal trozado envasado 1kgs,"16.900,00"
708168,producto untable a base de almendras felices las vacas sabor cheddar 200grs,"2.590,00"
716314,queso mozzarella gran aldea feteado envasado 180grs,"3.300,00"
712893,rapiditas bimbo light  275grs,"3.780,00"
716216,salchichón primavera sombra de toro feteado envasado 150grs,"1.185,00"
709791,queso port salut light la serenisima sin lactosa trozado 1kgs,"20.690,00"
717186,ricotta cooperativa entera 500grs,"2.590,00"
711954,pan de molde ecoop con semillas 350grs,"3.119,00"
716258,pan para hamburguesa ecoop tipo brioche 200grs,"2.855,00"
171035,jamón crudo atuel feteado envasado 1kgs,"38.900,00"
700975,choclo 1kgs,"1.990,00"
709053,huevos granja don andrés medianos maple 30uni,"6.990,00"
708167,producto untable a base de almendras felices las vacas clásico 200grs,"2.590,00"
713056,grisines ecoop integral sin sal agregada 150grs,"2.065,00"
704652,repollo blanco 1kgs,"1.890,00"
197573,queso gouda punta del agua trozado envasado 1kgs,"14.900,00"
704709,pepino 1kgs,"1.990,00"
711052,perejil la aldea hidropónico 1uni,"3.490,00"
711088,paleta cocida paladini más finas feteada envasada 200grs,"4.990,00"
716806,yogur yogurisimo griego sabor natural sin endulzar pote 300grs,"4.320,00"
705893,chorizo pechera cerdo  1kgs,"12.900,00"
130851,uva rosada 1kgs,"4.990,00"
707625,rebozador morixe 500grs,"1.250,00"
709790,queso port salut clásico la serenisima sin lactosa trozado 1kgs,"18.200,00"
775266,filet de pechuga pollolin 1kgs,"13.700,00"
715192,sadinesa de pollo sadia congelada 100grs,"1.399,00"
714722,medallones notco not chicken crispy rellenos espinaca x2 240grs,"6.765,00"
710128,queso rallado la serenisima reggianito 175grs,"8.075,00"
715878,pan de molde ecoop con semillas y frutos secos 400grs,"5.400,00"
716344,jamón cocido primer precio feteado envasado 1kgs,"9.900,00"
257021,rúcula la aldea hidropónica 1uni,"3.490,00"
756687,mortadela paladini familiar envasada 500grs,"6.700,00"
714376,pan de molde blanco lactal 460grs,"4.812,00"
721840,brócoli 1kgs,"6.490,00"
707705,salchichón con jamón trozer sin tacc feteado envasado 200grs,"2.100,00"
102779,grasa vacuna procesada paladini 500grs,"2.500,00"
751090,pomelo rojo 1kgs,"2.541,50"
711550,tablitas cooperativa sabor pizza 150grs,"1.755,00"
700779,milanesas de carne patynesa x2 226grs,"5.499,00"
711089,jamón cocido paladini más finas feteado envasado 200grs,"4.990,00"
706655,manzana granny comercial 1kgs,"3.990,00"
715194,crema de leche cooperativa doble 350grs,"4.250,00"
714669,alimento untable a base de aceites vegetales y manteca manty 200grs,"2.650,00"
730475,huevos cooperativa grandes 6uni,"1.990,00"
715976,pan de molde bimbo tipo artesano original con masa madre 500grs,"8.140,00"
704660,repollo morado 1kgs,"2.190,00"
711546,tablitas cooperativa sabor jamón 150grs,"1.755,00"
705665,queso azul santa rosa trozado envasado 140grs,"5.100,00"
716362,pan de molde fargo cereales y semillas 400grs,"3.859,00"
704520,berenjena negra 1kgs,"2.990,00"
717465,queso azul cooperativa trozado envasado 140grs,"2.980,00"
170510,carbón noroso 3kgs,"6.790,00"
713242,huevos avícola brandsen blancos grandes 6uni,"1.990,00"
133606,aderezo a base de queso procesado la quesera 40grs,"799,00"
773190,dulce de membrillo dulcor trozado envasado 1kgs,"6.260,00"
715879,torta cooperativa sabor limón 600grs,"6.995,00"
714715,salchichas vienissima sin piel x12 460grs,"5.890,00"
711091,mortadela paladini más finas feteada envasada 200grs,"3.500,00"
711874,crema de leche nc la emancipación pote 400cm3,"3.999,00"
713286,pan de hamburguesa bimbo papa tipo artesano x4 240grs,"4.955,00"
716849,pizzeta de mozzarella paladini congelada 190grs,"4.590,00"
709477,mortadela primer precio envasada 300grs,"2.500,00"
709475,mortadela sombra de toro envasada 500grs,"5.400,00"
706612,lechuga crespa 1kgs,"4.950,00"
714389,bondiola piamontesa feteada 150grs,"8.390,00"
715219,salamín cagnoli tandilero picado fino ahumado 145grs,"7.900,00"
707623,pan rallado morixe 500grs,"1.250,00"
715857,alitas de pollo sadia golden chicken congeladas 400grs,"7.990,00"
714674,cebolla de verdeo 1kgs,"3.590,00"
709720,producto vegetal cremoso felices las vacas cilindro 500grs,"7.190,00"
748943,tomate cherry 1kgs,"3.890,00"
714716,salchichas vienissima sin piel x6 230grs,"3.090,00"
700742,pechuga pollolin  1kgs,"7.400,00"
199527,leña noroso itin  6kgs,"6.990,00"
751120,pulpa de cerdo  1kgs,"12.900,00"
163612,queso reggianito la paulina trozado envasado 1kgs,"31.000,00"
714867,postre la serenisima clásico vainilla 95grs,"1.390,00"
715068,notchicken burger crispy x2 200grs,"5.981,00"
715667,formados notchicken spicy bit con salsa tabasco 250grs,"7.582,00"
219872,queso reggianito sancor corazón de horma envasado 230grs,"8.900,00"
715102,leñitos los leños fajín 1uni,"2.290,00"
708480,ravioles la italiana jamón y muzzarella 500grs,"3.590,00"
714946,postre la serenisima clásico chocolate 95grs,"1.390,00"
717228,empanadas de espinaca y queso paladini congeladas x4 320grs,"8.590,00"
716636,leña chañar don jaime 5kgs,"4.990,00"
173794,carbón noroso 4kgs,"8.490,00"
705020,manzana red elegida 1kgs,"4.990,00"
716355,queso gouda silvia fraccionado 270grs,"3.900,00"
716800,yogur yogurisimo griego batido sabor vainilla pote 140grs,"1.999,00"
715607,queso en hebras la paulina italiano cuatro quesos 125grs,"3.409,00"
109750,tomate perita 1kgs,"1.990,00"
704261,morrón verde 1kgs,"2.390,00"
716222,queso mozzarella la paulina feteado envasado 200grs,"3.180,00"
704369,morron calahorra 1kgs,"2.890,00"
721824,apio 1kgs,"2.690,00"
775134,patamuslo pollolin  1kgs,"5.200,00"
224548,bife de cerdo  1kgs,"10.900,00"
715181,danonino vainilla bebible 100grs,"1.700,00"
713699,leberwurst paladini finas hierbas 200grs,"2.590,00"
775240,muslo pollolin  1kgs,"6.900,00"
717442,pan de molde bimbo tipo artesano brioche 500grs,"8.140,00"
713424,milanesas de vegetales granja del sol congeladas x4 320grs,"5.690,00"
710116,queso rallado la serenisima reggianito 130grs,"6.440,00"
707056,manzana granny fraccionada 1kgs,"2.790,00"
715065,grasa vacuna refinada swift 500grs,"3.140,00"
716356,queso cheddar silvia feteado 150grs,"2.900,00"
709385,pan rallado pureza integral 350grs,"1.690,00"
162861,leche en polvo descremada cooperativa  400grs,"4.899,00"
923001,manzana red fraccionada 1kgs,"1.790,00"
712375,lechuga roble la aldea hidropónica 1uni,"3.490,00"
711548,tablitas cooperativa sabor original 150grs,"1.755,00"
713316,milanesas de arroz con vegetales granja del sol x4 330grs,"3.534,00"
714865,pizza congelada pietro mozzarella a la piedra 940grs,"17.990,00"
715885,pizza congelada sibarita mozzarella y jamón 540grs,"16.990,00"
714857,arándanos green life congelados 300grs,"5.490,00"
715183,danonino frutilla bebible 100grs,"1.700,00"
128935,salchichas la casona sin piel x6 190grs,"1.590,00"
707707,mortadela trozer sin tacc feteada envasada 200grs,"2.300,00"
708142,mortadela cagnoli mini envasada 300grs,"4.500,00"
179001,queso holanda tío pujio trozado envasado 1kgs,"21.900,00"
715709,salamín picado grueso atm cagnoli 145grs,"7.000,00"
317325,leche en polvo entera la serenisima clásica 800grs,"11.400,00"
715185,danonino frutilla bebible 185grs,"3.050,00"
706558,batata 1kgs,"1.890,00"
708636,jamón cocido paladini linea permí feteado envasado 150grs,"3.500,00"
713468,yogur descremado tregar sabor vainilla pote 125grs,"880,00"
716386,queso crema la serenísima blanco original 460grs,"5.400,00"
706752,espinaca 1kgs,"6.590,00"
714849,espinaca green life congelada 550grs,"5.290,00"
715919,burrera tía rosa  420grs,"6.805,00"
710441,salamín picado fino la casona envasado al vacío 180grs,"4.900,00"
