"EAN","PRECIO"
"7798270241492","636.75"
"7622201759636","6209.0"
"7791866001364","3039.0"
"7790272001029","4979.25"
"7790040143234","2549.0"
"7790070336293","1849.0"
"7799120005110","1299.0"
"7799120000887","3299.0"
"7794000006072","2889.0"
"7790040143944","949.0"
"7790580138868","1159.0"
"7793704000928","4969.0"
"7790040144095","3159.0"
"7790060023684","6159.0"
"7798270245124","879.0"
"7798270245148","879.0"
"7798153719131","1529.0"
"7622201735883","5819.0"
"7790580146115","799.0"
"7792540250450","1569.0"
"7792180001665","6219.0"
"7790040720800","3289.0"
"7798174970016","1399.0"
"7798123134773","1489.0"
"7790070336316","1849.0"
"7622202839962","3599.0"
"7795735000328","1339.0"
"7790070336118","1499.0"
"7790070433114","1319.0"
"7794000008557","2849.0"
"7799120000863","1199.0"
"7799120000610","884.25"
"7790503199082","1899.0"
"7799120000870","3299.0"
"7790503199099","2129.0"
"7790040008175","2729.0"
"7792350067019","899.0"
"7790040143937","949.0"
"7790387015317","5369.0"
"7798094229881","2799.0"
"7790070336071","1349.0"
"7798270245155","879.0"
"7891000345528","1409.25"
"7790040143357","3529.0"
"7790790120257","789.0"
"7790072001014","1559.0"
"7799120003949","1739.0"
