"EAN","PRECIO"
"7798161723427","4.199,00"
"7798161723540","2.599,00"
"7798161723519","3.999,00"
"7796435005958","2.699,00"
"7790070336026","1.479,00"
"7790272001029","6.643,00"
"7790040143364","2.850,00"
"7790580146115","1.029,00"
"7793704000911","2.772,00"
"7790040932005","2.675,00"
"7790060023684","6.200,00"
"7790040144095","2.906,00"
"7622201761288","1.050,00"
"7622201735906","2.100,00"
"7622201740399","1.050,00"
"7790040147720","3.350,00"
"7622201735296","2.248,00"
"7622201735258","6.125,00"
"7622201735883","5.696,00"
"7790040143234","2.420,00"
"7792540250450","1.502,00"
"7798174970016","1.258,00"
"7798141972371","999,00"
"7790070336118","1.479,00"
"7790040137837","1.200,00"
"7792052170765","1.399,00"
"7798316700808","3.508,00"
"7790199000013","1.000,00"
"7790040143944","877,00"
"7798078450126","1.099,00"
"7793704000928","5.000,00"
"7790123001109","749,00"
"7792052998529","960,00"
"7794000006072","2.786,00"
"7790040139893","850,00"
"7790040132689","1.350,00"
"7791120031557","1.790,00"
"7790040143524","3.999,00"
"7790070336149","1.479,00"
"7790040143517","1.350,00"
"7790040144088","2.078,00"
"7792052170789","4.750,00"
"7790040139916","850,00"
"7792052170758","1.399,00"
"7798141971084","773,00"
"7790040137844","3.050,00"
"7792052170819","4.530,00"
"7790040143937","877,00"
"7792350067019","649,00"
"7792180001665","6.146,00"
"7790040146389","1.150,00"
"7790150006351","12.883,00"
"7790070562180","1.944,00"
"7622300829728","1.500,00"
"7798141970384","773,00"
"7790387015447","5.900,00"
"7790387015324","2.650,00"
"7790040133266","1.650,00"
"7790040139930","1.300,00"
"7790070336385","1.479,00"
"7790040139909","850,00"
"7790040139091","4.250,00"
"7790580567903","1.450,00"
"7790580131364","5.850,00"
"7622201736033","2.000,00"
"7798141970346","773,00"
"7790040139923","1.300,00"
"7790387015317","5.250,00"
"7896045114856","17.700,00"
"7790040143807","1.250,00"
"7798141970360","773,00"
"7622201745561","3.750,00"
"7790070336316","1.824,00"
"7790070012050","3.950,00"
"7896019209106","7.500,00"
"7790070318343","1.479,00"
"7790040143920","2.400,00"
"7790070336293","1.824,00"
"7790580138738","1.552,00"
"7790040143227","1.900,00"
"7793670000052","2.173,00"
"7790580138868","1.174,00"
"7797394001555","5.400,00"
"7790040143265","2.800,00"
"7790580131357","5.850,00"
"7790199000020","1.350,00"
"7794000008557","2.725,00"
"7790040133471","4.150,00"
"7790040377806","1.900,00"
"7795735000328","1.339,00"
"7792052064569","1.400,00"
"7790040143241","1.100,00"
"7790040146877","800,00"
"7790150079904","5.700,00"
"7791866001364","3.050,00"
"7790040132955","4.250,00"
"7790710334535","2.600,00"
"7896019209182","11.700,00"
"7790040142992","2.400,00"
"7791787100924","2.150,00"
"7896045114917","17.700,00"
"7790070509123","1.549,00"
"7790070336576","3.400,00"
